file,duplicate_of
datasets\BAD\IMG-20250215-WA0038-s91X4D.jpg,datasets\BAD\IMG-20250215-WA0038-7e7rA0.jpg
datasets\BAD\IMG-20250215-WA0038.jpg,datasets\BAD\IMG-20250215-WA0038-7e7rA0.jpg
datasets\BAD\IMG-20250215-WA0039-cCuQec.jpg,datasets\BAD\IMG-20250215-WA0039-BPyS9J.jpg
datasets\BAD\IMG-20250215-WA0039-dHYZgn.jpg,datasets\BAD\IMG-20250215-WA0039-BPyS9J.jpg
datasets\BAD\IMG-20250215-WA0039-dTNCyd.jpg,datasets\BAD\IMG-20250215-WA0039-BPyS9J.jpg
datasets\BAD\IMG-20250215-WA0039-GAbgfh.jpg,datasets\BAD\IMG-20250215-WA0039-BPyS9J.jpg
datasets\BAD\IMG-20250215-WA0039-HwvFJ6.jpg,datasets\BAD\IMG-20250215-WA0039-BPyS9J.jpg
datasets\BAD\IMG-20250215-WA0039-Pm3hyP.jpg,datasets\BAD\IMG-20250215-WA0039-BPyS9J.jpg
datasets\BAD\IMG-20250215-WA0039-ToKEaq.jpg,datasets\BAD\IMG-20250215-WA0039-BPyS9J.jpg
datasets\BAD\IMG-20250215-WA0039-vxV7by.jpg,datasets\BAD\IMG-20250215-WA0039-BPyS9J.jpg
datasets\BAD\IMG-20250215-WA0039-xwpKiP.jpg,datasets\BAD\IMG-20250215-WA0039-BPyS9J.jpg
datasets\BAD\IMG-20250215-WA0039.jpg,datasets\BAD\IMG-20250215-WA0039-BPyS9J.jpg
